image_name,vulnerability_id,cvss_severity,cvss_score,epss_score,affected_software,origin_package_name,package_purl,package_version,package_type,file_path,fix_available,fix_versions,exploit_level,has_kev,cve_vendor_link,cve_publish_date,cve_risk_factors,cve_description,remediation,asset_id
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2024-43204,High,7.5,0.0081,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,False,,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2024-43204,2025-07-10,Attack complexity: low|Attack vector: network,"SSRF in Apache HTTP Server with mod_proxy loaded allows an attacker to send outbound proxy requests to a URL controlled by the attacker.  Requires an unlikely configuration where mod_headers is configured to modify the Content-Type request or response header with a value provided in the HTTP request.

Users are recommended to upgrade to version 2.4.64 which fixes this issue.",This vulnerability has no Fix Available at this time. Please refer to https://nvd.nist.gov/vuln/detail/CVE-2024-43204 for additional information.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2025-59775,High,7.5,0.00821,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.66,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2025-59775,2025-12-05,Attack complexity: low|Attack vector: network,"Server-Side Request Forgery (SSRF) vulnerability 

 in Apache HTTP Server on Windows 

with AllowEncodedSlashes On and MergeSlashes Off  allows to potentially leak NTLM 
hashes to a malicious server via SSRF and malicious requests or content

Users are recommended to upgrade to version 2.4.66, which fixes the issue.",Update the software httpd from version < 2.4.66 or >= 2.4.0 to version 2.4.66 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2025-59775.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2024-47252,High,7.5,0.00693,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,False,,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2024-47252,2025-07-10,Attack complexity: low|Attack vector: network,"Insufficient escaping of user-supplied data in mod_ssl in Apache HTTP Server 2.4.63 and earlier allows an untrusted SSL/TLS client to insert escape characters into log files in some configurations.

In a logging configuration where CustomLog is used with ""%{varname}x"" or ""%{varname}c"" to log variables provided by mod_ssl such as SSL_TLS_SNI, no escaping is performed by either mod_log_config or mod_ssl and unsanitized data provided by the client may appear in log files.",This vulnerability has no Fix Available at this time. Please refer to https://nvd.nist.gov/vuln/detail/CVE-2024-47252 for additional information.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2019-9517,High,7.5,0.2789,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.40,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2019-9517,2019-08-13,Attack complexity: low|Attack vector: network|DoS - High,"Some HTTP/2 implementations are vulnerable to unconstrained interal data buffering, potentially leading to a denial of service. The attacker opens the HTTP/2 window so the peer can send without constraint; however, they leave the TCP window closed so the peer cannot actually write (many of) the bytes on the wire. The attacker then sends a stream of requests for a large response object. Depending on how the servers queue the responses, this can consume excess memory, CPU, or both.",Update the software httpd from version < 2.4.40 or >= 2.4.20 to version 2.4.40 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2019-9517.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2025-55753,High,7.5,0.0045,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.66,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2025-55753,2025-12-05,Attack complexity: low|Attack vector: network,"An integer overflow in the case of failed ACME certificate renewal leads, after a number of failures (~30 days in default configurations), to the backoff timer becoming 0. Attempts to renew the certificate then are repeated without delays until it succeeds.

This issue affects Apache HTTP Server: from 2.4.30 before 2.4.66.


Users are recommended to upgrade to version 2.4.66, which fixes the issue.",Update the software httpd from version < 2.4.66 or >= 2.4.30 to version 2.4.66 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2025-55753.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2023-27522,High,7.5,0.02134,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.56,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2023-27522,2023-03-07,Attack complexity: low|Attack vector: network,"HTTP Response Smuggling vulnerability in Apache HTTP Server via mod_proxy_uwsgi. This issue affects Apache HTTP Server: from 2.4.30 through 2.4.55.

Special characters in the origin response header can truncate/split the response forwarded to the client.",Update the software httpd from version < 2.4.56 or >= 2.4.30 to version 2.4.56 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2023-27522.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2024-24795,Medium,6.3,0.02874,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.59,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2024-24795,2024-04-04,Attack complexity: low|Attack vector: network|DoS - Low,"HTTP Response splitting in multiple modules in Apache HTTP Server allows an attacker that can inject malicious response headers into backend applications to cause an HTTP desynchronization attack.

Users are recommended to upgrade to version 2.4.59, which fixes this issue.",Update the software httpd from version < 2.4.59 or >= 2.4.0 to version 2.4.59 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2024-24795.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2025-49630,High,7.5,0.01205,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.64,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2025-49630,2025-07-10,Attack complexity: low|Attack vector: network|DoS - High,"In certain proxy configurations, a denial of service attack against Apache HTTP Server versions 2.4.26 through to 2.4.63 can be triggered by untrusted clients causing an assertion in mod_proxy_http2.

Configurations affected are a reverse proxy is configured for an HTTP/2 backend, with ProxyPreserveHost set to ""on"".",Update the software httpd from version < 2.4.64 or >= 2.4.26 to version 2.4.64 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2025-49630.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2026-33007,Medium,5.3,0.00514,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.67,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2026-33007,2026-05-04,Attack complexity: low|Attack vector: network|DoS - Low|Recent vulnerability,"A NULL pointer dereference in the mod_authn_socache in Apache HTTP Server 2.4.66 and earlier allows an unauthenticated remote user to crash a child process in a caching forward proxy configuration.

Users are recommended to upgrade to version 2.4.67, which fixes this issue.",Update the software httpd from version < 2.4.67 or >= 2.4.0 to version 2.4.67 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2026-33007.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2022-22720,Critical,9.8,0.28189,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.53,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2022-22720,2022-03-14,Attack complexity: low|Attack vector: network|DoS - High,"Apache HTTP Server 2.4.52 and earlier fails to close inbound connection when errors are encountered discarding the request body, exposing the server to HTTP Request Smuggling",Update the software httpd from version <= 2.4.52 to version 2.4.53 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2022-22720.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2022-37436,Medium,5.3,0.60995,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.55,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2022-37436,2023-01-17,Attack complexity: low|Attack vector: network,"Prior to Apache HTTP Server 2.4.55, a malicious backend can cause the response headers to be truncated early, resulting in some headers being incorporated into the response body. If the later headers have any security purpose, they will not be interpreted by the client.",Update the software httpd from version < 2.4.55 to version 2.4.55 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2022-37436.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2026-29170,Medium,6.1,0.00523,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.68,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2026-29170,2026-06-08,Attack complexity: low|Attack vector: network|Recent vulnerability,"A cross-site scripting vulnerability exists in mod_proxy_ftp's HTML directory list generation in Apache HTTP Server 2.4.67 and earlier when listing FTP directory contents either via forward or reverse proxy configuration.

Users are recommended to upgrade to version 2.4.68, which fixes this issue.",Update the software httpd from version < 2.4.68 or >= 2.4.0 to version 2.4.68 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2026-29170.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2026-44186,High,7.3,0.00583,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.68,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2026-44186,2026-06-08,Attack complexity: low|Attack vector: network|DoS - Low|Recent vulnerability,"Loop with Unreachable Exit Condition ('Infinite Loop') vulnerability in the mod_proxy_ftp module in Apache HTTP Server with an attacker controlled backend FTP server.

This issue affects undefined: from 2.4.0 through 2.4.67.

Users are recommended to upgrade to version 2.4.68, which fixes the issue.",Update the software httpd from version < 2.4.68 or >= 2.4.0 to version 2.4.68 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2026-44186.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2022-30556,High,7.5,0.05286,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.54,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2022-30556,2022-06-09,Attack complexity: low|Attack vector: network,Apache HTTP Server 2.4.53 and earlier may return lengths to applications calling r:wsread() that point past the end of the storage allocated for the buffer.,Update the software httpd from version < 2.4.54 to version 2.4.54 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2022-30556.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2021-36160,High,7.5,0.62887,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.49,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2021-36160,2021-09-16,Attack complexity: low|Attack vector: network|DoS - High,A carefully crafted request uri-path can cause mod_proxy_uwsgi to read above the allocated memory and crash (DoS). This issue affects Apache HTTP Server versions 2.4.30 to 2.4.48 (inclusive).,Update the software httpd from version < 2.4.49 or >= 2.4.30 to version 2.4.49 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2021-36160.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2025-66200,Medium,5.4,0.0065,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.66,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2025-66200,2025-12-05,Attack complexity: low|Attack vector: network|DoS - Low,"mod_userdir+suexec bypass via AllowOverride FileInfo vulnerability in Apache HTTP Server. Users with access to use the RequestHeader directive in htaccess can cause some CGI scripts to run under an unexpected userid.

This issue affects Apache HTTP Server: from 2.4.7 through 2.4.65.

Users are recommended to upgrade to version 2.4.66, which fixes the issue.",Update the software httpd from version < 2.4.66 or >= 2.4.7 to version 2.4.66 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2025-66200.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2026-33523,Medium,6.5,0.00436,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.67,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2026-33523,2026-05-04,Attack complexity: low|Attack vector: network|Recent vulnerability,"HTTP response splitting vulnerability in multiple Apache HTTP Server modules with untrusted or compromised backend servers.

This issue affects Apache HTTP Server: from through 2.4.66.

Users are recommended to upgrade to version 2.4.67, which fixes the issue.",Update the software httpd from version < 2.4.67 or >= 2.4.0 to version 2.4.67 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2026-33523.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2026-29168,High,7.3,0.00628,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.67,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2026-29168,2026-05-05,Attack complexity: low|Attack vector: network|DoS - Low|Recent vulnerability,"Allocation of Resources Without Limits or Throttling vulnerability in Apache HTTP Server's  mod_md via OCSP response data.

This issue affects Apache HTTP Server: from 2.4.30 through 2.4.66.

Users are recommended to upgrade to version 2.4.67, which fixes the issue.",Update the software httpd from version < 2.4.67 or >= 2.4.30 to version 2.4.67 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2026-29168.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2020-1934,Medium,5.3,0.51951,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.42,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2020-1934,2020-04-01,Attack complexity: low|Attack vector: network,"In Apache HTTP Server 2.4.0 to 2.4.41, mod_proxy_ftp may use uninitialized memory when proxying to a malicious FTP server.",Update the software httpd from version <= 2.4.41 or >= 2.4.0 to version 2.4.42 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2020-1934.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2026-34356,High,7.5,0.00708,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.68,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2026-34356,2026-06-08,Attack complexity: low|Attack vector: network|DoS - High|Recent vulnerability,"Heap-based Buffer Overflow vulnerability in Apache HTTP Server with malicious backend servers and ProxyPassReverseCookie*

This issue affects Apache HTTP Server: from 2.4.0 through 2.4.67.

Users are recommended to upgrade to version 2.4.68, which fixes the issue.",Update the software httpd from version < 2.4.68 or >= 2.4.0 to version 2.4.68 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2026-34356.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2020-35452,High,7.3,0.53471,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.47,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2020-35452,2021-06-10,Attack complexity: low|Attack vector: network|DoS - Low,"Apache HTTP Server versions 2.4.0 to 2.4.46 A specially crafted Digest nonce can cause a stack overflow in mod_auth_digest. There is no report of this overflow being exploitable, nor the Apache HTTP Server team could create one, though some particular compiler and/or compilation option might make it possible, with limited consequences anyway due to the size (a single byte) and the value (zero byte) of the overflow",Update the software httpd from version <= 2.4.46 or >= 2.4.0 to version 2.4.47 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2020-35452.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2021-26691,Critical,9.8,0.68289,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.47,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2021-26691,2021-06-10,Attack complexity: low|Attack vector: network|DoS - High,In Apache HTTP Server versions 2.4.0 to 2.4.46 a specially crafted SessionHeader sent by an origin server could cause a heap overflow,Update the software httpd from version <= 2.4.46 or >= 2.4.0 to version 2.4.47 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2021-26691.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2026-44119,Medium,5.5,0.00177,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.68,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2026-44119,2026-06-08,Attack complexity: low|Recent vulnerability,"Improper Privilege Management vulnerability in Apache HTTP Server 2.4.67 and earlier allows local .htaccess authors to read files with the privileges of the httpd user.

This issue affects Apache HTTP Server: from through 2.4.67.

Users are recommended to upgrade to version 2.4.68, which fixes the issue.",Update the software httpd from version < 2.4.68 or >= 2.4.0 to version 2.4.68 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2026-44119.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2025-49812,High,7.4,0.00535,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.64,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2025-49812,2025-07-10,Attack vector: network,"In some mod_ssl configurations on Apache HTTP Server versions through to 2.4.63, an HTTP desynchronisation attack allows a man-in-the-middle attacker to hijack an HTTP session via a TLS upgrade.

Only configurations using ""SSLEngine optional"" to enable TLS upgrades are affected. Users are recommended to upgrade to version 2.4.64, which removes support for TLS upgrade.",Update the software httpd from version < 2.4.64 to version 2.4.64 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2025-49812.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2022-29404,High,7.5,0.064,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.54,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2022-29404,2022-06-09,Attack complexity: low|Attack vector: network|DoS - High,"In Apache HTTP Server 2.4.53 and earlier, a malicious request to a lua script that calls r:parsebody(0) may cause a denial of service due to no default limit on possible input size.",Update the software httpd from version <= 2.4.53 to version 2.4.54 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2022-29404.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
artifactory.radisys.com:8088/nokia/oamp:20.1.0.0-125,CVE-2026-42535,Critical,9.1,0.00538,httpd,httpd,app:httpd@2.4.37-65.module+el8.10.0+40257+286895ef.9,2.4.37-65.module+el8.10.0+40257+286895ef.9,APP,/usr/sbin/httpd,True,2.4.68,NONE,False,https://nvd.nist.gov/vuln/detail/CVE-2026-42535,2026-06-08,Attack complexity: low|Attack vector: network|DoS - High|Recent vulnerability,"A path handling issue in mod_dav_fs in Apache 2.4.67 and earlier allows a WebDAV content author to directly manipulate trusted DAV property databases, potentially causing child process crashes.

Users are recommended to upgrade to version 2.4.68, which fixes this issue.",Update the software httpd from version < 2.4.68 or >= 2.4.0 to version 2.4.68 as recommended by https://nvd.nist.gov/vuln/detail/CVE-2026-42535.,2550c781056dd8edf11a6eeb11cb5a9685a1ac55dd389c1861f669e7fb2ec7b1
